,site_id,site_name,easting,northing,min_year,max_year,region,HA_NUM,G_ID,S_ID,rbd_id,wb_id,mncat_id,opcat_id,organisation,lon,lat,material,determinands,geometry,Cd_mean
52,NE-SSN0193,HACKING DRAIN TRIB OF THE BECK/BIELBY BE,472327,443238,2025,2025,NE,27,HA027G09,HA027G09S0009,4.0,GB104027063440,3027.0,3271.0,EA,-0.901263,53.880324,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0193', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 19, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.901263 53.880324),0.01
53,NE-SSN0209,YOULTHORPE BECK TRIB OF GOWTHORPE BECK,476102,454067,2025,2025,NE,27,HA027G09,HA027G09S0029,4.0,GB104027063490,3027.0,3271.0,EA,-0.84116,53.977092,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0209', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 22, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.84116 53.977092),0.01
54,NE-SSN0213,SSN0213 TWATTLETON BECK NR WHITE HORSE,451271,480496,2025,2025,NE,27,HA027G13,HA027G13S0009,4.0,GB104027068790,3088.0,3283.0,EA,-1.215246,54.217649,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0213', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.01}]",POINT (-1.215246 54.217649),0.01
55,NE-SSN0249,SSN0249 APPLETON DRAIN TRIB OF WISKE,438769,504782,2025,2025,NE,27,HA027G13,HA027G13S0067,4.0,GB104027069550,3088.0,3541.0,EA,-1.40381,54.436993,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0249', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.018}]",POINT (-1.40381 54.436993),0.018
56,NE-SSN0257,SSN0257 BALKHOLME DRAIN,478435,426523,2025,2025,NE,27,HA027G17,HA027G17S0011,4.0,,3039.0,3191.0,EA,-0.812619,53.729237,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0257', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 6, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.812619 53.729237),0.01
57,NE-SSN0261,SSN0261 CLOUGH DIKE TRIB OF DAKIN BROOK,423407,406273,2025,2025,NE,27,HA027G07,HA027G07S0003,4.0,GB104027063150,3029.0,3125.0,EA,-1.648172,53.552586,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0261', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.013}]",POINT (-1.648172 53.552586),0.013
58,NE-SSN0277,SSN0277 UNNAMED DRAIN AT BROUGHTON,396164,451647,2025,2025,NE,27,HA027G04,HA027G04S0033,4.0,GB104027063033,3001.0,3484.0,EA,-2.059956,53.960907,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0277', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 6, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.022}]",POINT (-2.059956 53.960907),0.022
59,NE-SSN0289,SSN0289 BROADMIRE'S DRAIN D/S BROADMIRE,482103,481914,2025,2025,NE,27,HA027G06,HA027G06S0015,4.0,GB104027068460,3027.0,3489.0,EA,-0.742143,54.226388,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0289', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 4, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.742143 54.226388),0.01
60,NE-SSN0293,SSN0293 BARRS DRAIN TRIB OF RIVER WENT,447895,415552,2025,2025,NE,27,HA027G16,HA027G16S0009,4.0,GB104027063360,3029.0,3272.0,EA,-1.277158,53.634326,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0293', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.01}]",POINT (-1.277158 53.634326),0.01
61,NE-SSN0305,SSN0305 INCH ROYD TRIB OF HAGUE HALL BK,445953,412655,2025,2025,NE,27,HA027G16,HA027G16S0005,4.0,GB104027063240,3029.0,3272.0,EA,-1.30695,53.608461,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0305', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.011}]",POINT (-1.30695 53.608461),0.011
62,NE-SSN0309,SSN0309 THORNTON WATLASS DRAIN,424606,486363,2025,2025,NE,27,HA027G13,HA027G13S0027,4.0,GB104027068841,3088.0,3317.0,EA,-1.623669,54.272342,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0309', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 7, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.01}]",POINT (-1.623669 54.272342),0.01
63,NE-SSN0801,SSN0801 TRIB OF KELD SPRING,468071,483740,2025,2025,NE,27,HA027G14,HA027G14S0018,4.0,GB104027068210,3027.0,3387.0,EA,-0.956919,54.244848,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0801', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.956919 54.244848),0.01
64,NE-SSN0813,SSN0813 AT THISTLE GROVE,485818,507639,2025,2025,NE,27,HA027G15,HA027G15S0051,4.0,GB104027068150,3037.0,3177.0,EA,-0.67778,54.456911,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0813', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 4, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.67778 54.456911),0.01
65,NE-SSN0817,SSN0817 OAKS NOOK BECK TRIB OF SILKSTON,428466,405145,2025,2025,NE,27,HA027G07,HA027G07S0003,4.0,GB104027057560,3029.0,3125.0,EA,-1.571916,53.542199,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0817', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.01}]",POINT (-1.571916 53.542199),0.01
66,NE-SSN0818,SSN0818 SKEB SKEUGH D/S KELD,389297,500631,2025,2025,NE,27,HA027G19,HA027G19S0046,4.0,GB104027069030,3088.0,3503.0,EA,-2.166377,54.401041,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0818', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 4, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.026}]",POINT (-2.166377 54.401041),0.026
67,NE-SSN0821,SSN00821 AZERLEY DRAIN TRIB OF KEX BECK,426095,474758,2025,2025,NE,27,HA027G05,HA027G05S0014,4.0,GB104027069260,3088.0,3309.0,EA,-1.601808,54.167975,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0821', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.01}]",POINT (-1.601808 54.167975),0.01
68,NE-SSN0822,SSN0822 ACRE GILL AT CLOGGER LANE,393261,449028,2025,2025,NE,27,HA027G04,HA027G04S0034,4.0,GB104027062980,3001.0,3484.0,EA,-2.104141,53.937338,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0822', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 6, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.035}]",POINT (-2.104141 53.937338),0.035
69,NE-SSN0837,SSN0837 DEAN BECK IN DEAN WOOD,425458,428855,2025,2025,NE,27,HA027G04,HA027G04S0004,4.0,GB104027062750,3001.0,3265.0,EA,-1.615375,53.755456,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0837', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 4, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.011}]",POINT (-1.615375 53.755456),0.011
70,NE-SSN0853,SSN0853 HOLBECK PLANTATION DRAIN,435132,465493,2025,2025,NE,27,HA027G05,HA027G05S0004,4.0,GB104027064110,3088.0,3309.0,EA,-1.464468,54.084175,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0853', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 7, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.012}]",POINT (-1.464468 54.084175),0.012
71,NE-SSN0869,SSN0869 ROSSAW BECK NR HEALTHWAITE HILL,429235,448552,2025,2025,NE,27,HA027G10,HA027G10S0032,4.0,GB104027063990,3115.0,3318.0,EA,-1.556228,53.932287,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0869', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 4, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.013}]",POINT (-1.556228 53.932287),0.013
72,NE-SSN0877,SSN0877 BUSCO BECK NEAR GLAISDALE SWANG,475325,505709,2025,2025,NE,27,HA027G15,HA027G15S0045,4.0,GB104027068150,3037.0,3177.0,EA,-0.840086,54.441231,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0877', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.052}]",POINT (-0.840086 54.441231),0.052
73,NE-SSN0897,SSN0897 HALLWOOD DRAIN ON WHELDRAKE LN,466343,445530,2025,2025,NE,27,HA027G11,HA027G11S0002,4.0,GB104027063710,3115.0,3280.0,EA,-0.991779,53.901719,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0897', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 6, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.017}]",POINT (-0.991779 53.901719),0.017
74,NE-SSN0913,SSN0913 COMMISSION BECK AT STITTENHAM,467590,468118,2025,2025,NE,27,HA027G09,HA027G09S0064,4.0,GB104027063580,3027.0,3311.0,EA,-0.967799,54.104535,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0913', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.967799 54.104535),0.01
75,NE-SSN0933,SSN0933 BEDLAM DRAIN,420192,455582,2025,2025,NE,27,HA027G10,HA027G10S0049,4.0,GB104027064040,3115.0,3318.0,EA,-1.693492,53.9959,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0933', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 8, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.055}]",POINT (-1.693492 53.9959),0.055
76,NE-SSN0953,RAISDALE BECK TRIB U/S CONFLUENCE,455612,499455,2025,2025,NE,27,HA027G14,HA027G14S0065,4.0,GB104027068640,3027.0,3387.0,EA,-1.145163,54.387566,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN0953', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.01}]",POINT (-1.145163 54.387566),0.01
77,NE-SSN1285,CLIFFE HOUSE BECK - SHEPLEY,419118,409466,2025,2025,NE,27,HA027G08,HA027G08S0009,4.0,GB104027063340,3001.0,3097.0,EA,-1.712714,53.581457,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN1285', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 25, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.01}]",POINT (-1.712714 53.581457),0.01
78,NE-SSN1329,WEST GREEN DIKE AT WEST GREEN,437833,408415,2025,2025,NE,27,HA027G07,HA027G07S0003,4.0,GB104027063230,3029.0,3125.0,EA,-1.430182,53.571,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN1329', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 17, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.014}]",POINT (-1.430182 53.571),0.014
79,NE-SSN1333,AKEBAR BECK TRIB OF NEWTON BECK,418910,490486,2025,2025,NE,27,HA027G13,HA027G13S0038,4.0,GB104027068940,3088.0,3317.0,EA,-1.710873,54.309637,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN1333', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 21, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.01}]",POINT (-1.710873 54.309637),0.01
80,NE-SSN1381,TRIB OF DORTS DIKE - DORTS DIKE,449959,439289,2025,2025,NE,27,HA027G10,HA027G10S0002,4.0,GB104027063930,3115.0,3287.0,EA,-1.242121,53.847463,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN1381', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 17, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.01}]",POINT (-1.242121 53.847463),0.01
81,NE-SSN1537,SSN1537 BOWTHORPE DIKE,470067,432989,2025,2025,NE,27,HA027G09,HA027G09S0003,4.0,GB104027068311,3027.0,3271.0,EA,-0.937966,53.788533,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN1537', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 6, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.937966 53.788533),0.01
82,NE-SSN1557,SSN1557 WESTMOOR DRAIN ON DAFFY LANE,455556,469811,2025,2025,NE,27,HA027G11,HA027G11S0030,4.0,GB104027063910,3088.0,3499.0,EA,-1.151508,54.121185,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN1557', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 6, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.012}]",POINT (-1.151508 54.121185),0.012
83,NE-SSN1573,SSN1573 OSSETT DIKE TRIB OF LUPSET BECK,429806,419219,2025,2025,NE,27,HA027G08,HA027G08S0035,4.0,GB104027062631,3001.0,3268.0,EA,-1.550357,53.668621,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN1573', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 4, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.015}]",POINT (-1.550357 53.668621),0.015
84,NE-SSN1585,SSN1585 GREENLANE DRAIN,433397,404153,2025,2025,NE,27,HA027G07,HA027G07S0004,4.0,GB104027057520,3029.0,3125.0,EA,-1.497615,53.532994,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN1585', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.01}]",POINT (-1.497615 53.532994),0.01
85,NE-SSN1621,SSN1621 PIKESHAW WOOD DRAIN,439318,455361,2025,2025,NE,27,HA027G12,HA027G12S0004,4.0,GB104027063770,3088.0,3308.0,EA,-1.401792,53.992817,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'NE-SSN1621', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_27_106.geojson', 'mean_measurements': 0.012}]",POINT (-1.401792 53.992817),0.012
86,MD-46070299,US SWO BETWEEN PENNYTOWN PONDS 1 AND 2,442425,354558,2025,2025,MD,28,HA028G12,HA028G12S0003,4.0,GB104028052740,3052.0,3174.0,EA,-1.36803,53.086579,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-46070299', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 2, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.14}]",POINT (-1.36803 53.086579),0.14
87,MD-46074601,PENNYTOWN PONDS DS SW DISCHARGE PT 4,442434,354551,2025,2025,MD,28,HA028G12,HA028G12S0003,4.0,GB104028052740,3052.0,3174.0,EA,-1.367897,53.086515,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-46074601', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 2, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.1}]",POINT (-1.367897 53.086515),0.10500000000000001
88,MD-49704500,RIVER DERWENT AT MATLOCK BATH,429696,358611,2025,2025,MD,28,HA028G10,HA028G10S0017,4.0,GB104028052390,3026.0,3137.0,EA,-1.557697,53.123867,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-49704500', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 220, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.25}]",POINT (-1.557697 53.123867),0.31
89,MD-53175604,PEAKSHOLE WATER AT SOURCE,414823,382693,2025,2025,MD,28,HA028G10,HA028G10S0053,4.0,GB104028057860,3026.0,3137.0,EA,-1.778835,53.340949,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-53175604', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 1, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.28}]",POINT (-1.778835 53.340949),0.28
90,MD-53175605,ODIN SITCH 50M D/S OF SOURCE BY FENCE,413809,383485,2025,2025,MD,28,HA028G10,HA028G10S0053,4.0,GB104028057860,3026.0,3137.0,EA,-1.79403,53.348095,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-53175605', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 1, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.95}]",POINT (-1.79403 53.348095),0.95
91,MD-53175606,ODIN SITCH AT KNOWLES GATE FARM,413785,383373,2025,2025,MD,28,HA028G10,HA028G10S0053,4.0,GB104028057860,3026.0,3137.0,EA,-1.794395,53.347089,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-53175606', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 1, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 5.4}]",POINT (-1.794395 53.347089),5.4
92,MD-53175607,ODIN SICH D/S DUNSCAR FARM BRIDGE,414228,383277,2025,2025,MD,28,HA028G10,HA028G10S0053,4.0,GB104028057860,3026.0,3137.0,EA,-1.787745,53.346215,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-53175607', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 1, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 3.6}]",POINT (-1.787745 53.346215),3.6
93,MD-53175608,BRADWELL BROOK D/S PICTOREND SOUGH,417581,381380,2025,2025,MD,28,HA028G10,HA028G10S0054,4.0,GB104028057850,3026.0,3137.0,EA,-1.737485,53.329063,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-53175608', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 1, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.59}]",POINT (-1.737485 53.329063),0.59
94,MD-53175609,DALE/STOKE BK AT THE CUPOLA CAFE,422432,375663,2025,2025,MD,28,HA028G10,HA028G10S0037,4.0,GB104028057880,3026.0,3137.0,EA,-1.665052,53.277494,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-53175609', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 1, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 1.2}]",POINT (-1.665052 53.277494),1.2
95,MD-53175610,RIVER DERWENT AT THE SHUTTLE HOUSE,424381,375378,2025,2025,MD,28,HA028G10,HA028G10S0030,4.0,GB104028057880,3026.0,3137.0,EA,-1.635846,53.274847,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-53175610', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 1, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.1}]",POINT (-1.635846 53.274847),0.1
96,MD-53175611,RIVER DERWENT D/S CALVER OUTFALL,424552,374100,2025,2025,MD,28,HA028G10,HA028G10S0030,4.0,GB104028057880,3026.0,3137.0,EA,-1.63338,53.263352,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-53175611', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 1, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.19}]",POINT (-1.63338 53.263352),0.19
97,MD-RSN1308,RSN1308 TRIB OF HOO BROOK AT BUTTERTON,406835,356945,2025,2025,MD,28,HA028G07,HA028G07S0048,4.0,GB104028052891,3032.0,3144.0,EA,-1.899347,53.109668,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-RSN1308', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 2, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.37}]",POINT (-1.899347 53.109668),0.16949999999999998
98,MD-RSN1310,RSN1310 STAUNTON IN THE VALE,480895,342826,2025,2025,MD,28,HA028G11,HA028G11S0011,4.0,GB104028052490,3052.0,3416.0,EA,-0.7967,52.976711,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-RSN1310', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 2, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.7967 52.976711),0.01
99,MD-SSN0009,SHORTWOOD LANE,469617,366377,2025,2025,MD,28,HA028G13,HA028G13S0004,4.0,GB104028052980,3041.0,3229.0,EA,-0.95954,53.189956,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-SSN0009', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 31, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.01}]",POINT (-0.9595399999999999 53.189956),0.01
100,MD-SSN0042,BEECHDALE LANE - SWYNNERTON BROOK,386211,337904,2025,2025,MD,28,HA028G05,HA028G05S0032,4.0,GB104028053272,3101.0,3470.0,EA,-2.206615,52.938367,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-SSN0042', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 21, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.014}]",POINT (-2.206615 52.938367),0.014
101,MD-SSN0063,SSN0063 TRIB OF LITTLEHAY BROOK,412560,302505,2025,2025,MD,28,HA028G01,HA028G01S0029,4.0,GB104028047000,3090.0,3437.0,EA,-1.815902,52.620185,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-SSN0063', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 5, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.031}]",POINT (-1.815902 52.620185),0.031
102,MD-SSN0161,HELL BANK - BEELEY BROOK,427961,367864,2025,2025,MD,28,HA028G10,HA028G10S0025,4.0,GB104028057880,3026.0,3137.0,EA,-1.582819,53.207132,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-SSN0161', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 16, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.025}]",POINT (-1.582819 53.207132),0.025
103,MD-SSN0168,DOLEY BROOK AT GNOSALL ALLOTMENTS,382452,320738,2025,2025,MD,28,HA028G06,HA028G06S0003,4.0,GB104028046761,3101.0,3356.0,EA,-2.261614,52.783946,RIVER / RUNNING SURFACE WATER,"[{'det_id': '0106', 'site_id': 'MD-SSN0168', 'det_label': 'Cd Filtered', 'det_desc': 'Cadmium, Dissolved', 'num_samples': 16, 'num_measurements': 1, 'file': 'riv_sites_det_28_106.geojson', 'mean_measurements': 0.01}]",POINT (-2.261614 52.783946),0.01
